index,red,green,blue
2,255,0,0
3,255,0,0
4,255,0,0
5,255,0,0
6,255,0,0
7,255,0,0
8,255,0,0
11,255,0,0
12,255,0,0
13,255,0,0
17,255,0,0
18,255,0,0
21,255,0,0
22,255,0,0
27,255,0,0
28,255,0,0
31,255,0,0
32,255,0,0
36,255,0,0
37,255,0,0
38,255,0,0
44,255,0,0
45,255,0,0
46,255,0,0
47,255,0,0
48,255,0,0
54,255,0,0
55,255,0,0
64,255,0,0
65,255,0,0
84,255,0,0
85,255,0,0
94,255,0,0
95,255,0,0
