index,red,green,blue
0,21,19,19
1,21,19,19
2,21,19,19
3,21,19,19
4,21,19,19
5,21,19,19
6,21,19,19
7,21,19,19
8,21,19,19
9,21,19,19
10,21,19,19
11,21,19,19
12,21,19,19
13,21,19,19
14,21,19,19
15,21,19,19
16,21,19,19
17,21,19,19
18,21,19,19
19,21,19,19
20,21,19,19
21,21,19,19
22,21,19,19
23,21,19,19
24,21,19,19
25,21,19,19
26,21,19,19
27,21,19,19
28,21,19,19
29,21,19,19
30,21,19,19
31,21,19,19
32,18,20,19
33,0,139,165
34,0,178,200
35,0,179,204
36,0,162,196
37,20,26,28
38,21,19,19
39,21,19,19
40,21,19,19
41,18,20,19
42,0,174,200
43,42,182,205
44,0,173,201
45,45,183,205
46,0,176,200
47,0,152,186
48,17,41,41
49,21,19,19
50,21,19,19
51,0,146,174
52,0,173,203
53,0,160,196
54,0,171,202
55,0,128,155
56,0,155,188
57,44,183,206
58,0,177,200
59,21,19,19
60,21,19,19
61,0,178,203
62,42,182,205
63,0,145,177
64,10,49,51
65,11,46,47
66,32,181,204
67,0,133,162
68,0,161,196
69,20,22,23
70,21,19,19
71,0,110,131
72,0,121,146
73,0,134,163
74,11,47,49
75,15,43,44
76,0,125,150
77,0,171,202
78,44,183,206
79,19,23,23
80,21,19,19
81,0,146,176
82,32,181,204
83,0,178,203
84,0,136,167
85,52,184,207
86,0,152,184
87,52,184,207
88,0,138,169
89,21,19,19
90,21,19,19
91,20,20,20
92,0,177,199
93,0,123,146
94,42,182,205
95,0,173,200
96,0,162,198
97,32,181,204
98,14,43,44
99,21,19,19
