index,red,green,blue
13,153,217,234
14,153,217,234
20,153,217,234
21,153,217,234
25,153,217,234
26,153,217,234
32,153,217,234
33,153,217,234
37,153,217,234
38,153,217,234
44,153,217,234
45,153,217,234
