index,red,green,blue
21,0,183,239
22,0,183,239
23,0,183,239
26,0,183,239
27,0,183,239
28,0,183,239
31,0,183,239
32,0,183,239
33,0,183,239
36,0,183,239
37,0,183,239
38,0,183,239
41,0,183,239
42,0,183,239
43,0,183,239
46,0,183,239
47,0,183,239
48,0,183,239
51,0,183,239
52,0,183,239
53,0,183,239
56,0,183,239
57,0,183,239
58,0,183,239
