index,red,green,blue
10,19,27,29
11,115,163,176
12,234,217,153
13,39,36,25
15,59,54,38
16,176,163,115
17,59,54,38
21,88,81,57
22,77,109,117
26,51,72,78
27,153,217,234
28,51,72,78
30,25,36,39
31,153,217,234
32,76,108,117
39,117,109,77
40,234,217,153
41,39,36,25
43,78,72,51
44,234,217,153
45,78,72,51
46,51,72,78
47,153,217,234
48,51,72,78
