index,red,green,blue
40,144,20,227
49,144,20,227
50,144,20,227
51,144,20,227
52,144,20,227
53,144,20,227
54,144,20,227
55,144,20,227
56,144,20,227
57,144,20,227
58,144,20,227
59,144,20,227
61,144,20,227
64,240,51,240
65,240,51,240
68,144,20,227
71,144,20,227
78,144,20,227
82,144,20,227
87,144,20,227
93,144,20,227
94,144,20,227
95,144,20,227
96,144,20,227
